# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 12 2024 at 10:55:07+0200
# parameter filename: "TOV_110_HLLE.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_110_HLLE-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-08.55.04-7683
# Run ID: run-TOV_110_HLLE-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-08.55.04-7683
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
57856 28.25 5.40475936386232e-05
58368 28.5 5.41109506064155e-05
58880 28.75 5.41827082774551e-05
59392 29 5.42639936289018e-05
59904 29.25 5.43509570832356e-05
60416 29.5 5.44433315436304e-05
60928 29.75 5.45430906087256e-05
61440 30 5.46457807155378e-05
61952 30.25 5.47428112987202e-05
62464 30.5 5.48251208247652e-05
62976 30.75 5.48906475583319e-05
63488 31 5.49489681478817e-05
64000 31.25 5.50129536668226e-05
64512 31.5 5.50898021373362e-05
65024 31.75 5.51754585441375e-05
65536 32 5.52616044541045e-05
66048 32.25 5.53449536397403e-05
66560 32.5 5.54262771664086e-05
67072 32.75 5.55074479494017e-05
67584 33 5.5587402884866e-05
68096 33.25 5.56632324020341e-05
68608 33.5 5.57307004142255e-05
69120 33.75 5.57891246569567e-05
69632 34 5.58471282205797e-05
70144 34.25 5.59185631384066e-05
70656 34.5 5.60106148228532e-05
71168 34.75 5.61145634789757e-05
71680 35 5.62135906801156e-05
72192 35.25 5.62960520058556e-05
72704 35.5 5.6360840088329e-05
73216 35.75 5.64143579976835e-05
73728 36 5.64660103222273e-05
74240 36.25 5.65283981988377e-05
74752 36.5 5.66123441729229e-05
75264 36.75 5.67156965660969e-05
75776 37 5.68201051103697e-05
76288 37.25 5.69039448307281e-05
76800 37.5 5.69642195755277e-05
77312 37.75 5.70172237899441e-05
77824 38 5.70777659340843e-05
78336 38.25 5.71440491792672e-05
78848 38.5 5.72064013685927e-05
79360 38.75 5.72651761575295e-05
79872 39 5.73326859095728e-05
80384 39.25 5.74187581714908e-05
80896 39.5 5.75142768450201e-05
81408 39.75 5.75929117365355e-05
81920 40 5.7635096830017e-05
82432 40.25 5.76456199973501e-05
82944 40.5 5.76453316043228e-05
83456 40.75 5.76521012226702e-05
83968 41 5.76743909903086e-05
84480 41.25 5.77167071796284e-05
84992 41.5 5.77787027155395e-05
85504 41.75 5.78512050041183e-05
86016 42 5.79208189574625e-05
86528 42.25 5.79786865297096e-05
87040 42.5 5.80261359664593e-05
87552 42.75 5.80707243748363e-05
88064 43 5.81176568942459e-05
88576 43.25 5.81655674667128e-05
89088 43.5 5.8208704191915e-05
89600 43.75 5.82425507143899e-05
90112 44 5.82656935692563e-05
90624 44.25 5.82789035185758e-05
91136 44.5 5.82884038614518e-05
91648 44.75 5.83091268977494e-05
92160 45 5.83556335302204e-05
92672 45.25 5.84278628746808e-05
93184 45.5 5.85070098560361e-05
93696 45.75 5.85692002052629e-05
94208 46 5.86046440874566e-05
94720 46.25 5.86202190354608e-05
95232 46.5 5.86294490022656e-05
95744 46.75 5.86398268139261e-05
96256 47 5.86498020737969e-05
96768 47.25 5.86597986110937e-05
97280 47.5 5.86797928429833e-05
97792 47.75 5.87218915051158e-05
98304 48 5.8785032722527e-05
98816 48.25 5.88531726618991e-05
99328 48.5 5.890938966693e-05
99840 48.75 5.8943459046584e-05
100352 49 5.89509154214974e-05
100864 49.25 5.89354647251792e-05
101376 49.5 5.89127944028893e-05
101888 49.75 5.89050203486046e-05
102400 50 5.89262127613429e-05
102912 50.25 5.89734420682263e-05
103424 50.5 5.90314085353816e-05
103936 50.75 5.90830249295674e-05
104448 51 5.9117175188094e-05
104960 51.25 5.91307480736391e-05
105472 51.5 5.91274755283334e-05
105984 51.75 5.9116124619699e-05
106496 52 5.91073254423176e-05
107008 52.25 5.9108740355299e-05
107520 52.5 5.91210146572172e-05
108032 52.75 5.9139634675601e-05
108544 53 5.91618992355827e-05
109056 53.25 5.91888968851007e-05
109568 53.5 5.92189865196201e-05
110080 53.75 5.92428065400098e-05
110592 54 5.92496455024466e-05
111104 54.25 5.92391679747499e-05
111616 54.5 5.92226410255344e-05
112128 54.75 5.92121732232408e-05
112640 55 5.92118049846019e-05
113152 55.25 5.92195608031466e-05
113664 55.5 5.92351398889912e-05
114176 55.75 5.92589395535125e-05
114688 56 5.92844917880579e-05
115200 56.25 5.92993545951478e-05
115712 56.5 5.92962052073475e-05
116224 56.75 5.9281577381133e-05
116736 57 5.92690833099997e-05
117248 57.25 5.92644307210321e-05
117760 57.5 5.92624738692186e-05
118272 57.75 5.92584147646922e-05
118784 58 5.92568908876793e-05
119296 58.25 5.92665516849192e-05
119808 58.5 5.92872260880895e-05
120320 58.75 5.93076312811723e-05
120832 59 5.93153391406815e-05
121344 59.25 5.93075474300502e-05
121856 59.5 5.9291855966012e-05
122368 59.75 5.92777331083332e-05
122880 60 5.92698127855735e-05
123392 60.25 5.92678362983391e-05
123904 60.5 5.92717811314673e-05
124416 60.75 5.92837077647247e-05
124928 61 5.93033854477172e-05
125440 61.25 5.93236731014142e-05
125952 61.5 5.93333453333766e-05
126464 61.75 5.93260342632898e-05
126976 62 5.93058755166587e-05
127488 62.25 5.92849533345684e-05
128000 62.5 5.92751422530559e-05
128512 62.75 5.92813810992637e-05
129024 63 5.92999384347286e-05
129536 63.25 5.93206970778105e-05
130048 63.5 5.93342644306951e-05
130560 63.75 5.93369252123875e-05
131072 64 5.93293201560115e-05
131584 64.25 5.93134480541356e-05
132096 64.5 5.92930384605113e-05
132608 64.75 5.92762913659593e-05
133120 65 5.92725276061308e-05
133632 65.25 5.92839850368174e-05
134144 65.5 5.93025561067775e-05
134656 65.75 5.9315112918019e-05
135168 66 5.93133062881095e-05
135680 66.25 5.92981556062214e-05
136192 66.5 5.92769339011714e-05
136704 66.75 5.92562919226144e-05
137216 67 5.92380085926942e-05
137728 67.25 5.92225964842303e-05
138240 67.5 5.9213556984927e-05
138752 67.75 5.9214814754061e-05
139264 68 5.92239504037545e-05
139776 68.25 5.92315234167438e-05
140288 68.5 5.92292467989489e-05
140800 68.75 5.92158416137451e-05
141312 69 5.91966316232184e-05
141824 69.25 5.91792869244066e-05
142336 69.5 5.91697002818985e-05
142848 69.75 5.91688104795539e-05
143360 70 5.91729399031011e-05
143872 70.25 5.91781567788992e-05
144384 70.5 5.91831293651682e-05
144896 70.75 5.91876332073091e-05
145408 71 5.91917445975297e-05
145920 71.25 5.91976038021299e-05
146432 71.5 5.9208704146771e-05
146944 71.75 5.92245521464247e-05
147456 72 5.92389283592159e-05
147968 72.25 5.92457859956615e-05
148480 72.5 5.92464395122709e-05
148992 72.75 5.92481195282712e-05
149504 73 5.92553967312503e-05
150016 73.25 5.92641863510038e-05
150528 73.5 5.9263073023799e-05
151040 73.75 5.92424890864136e-05
151552 74 5.92041278000491e-05
152064 74.25 5.91619429813932e-05
152576 74.5 5.91295467701189e-05
153088 74.75 5.91069736085411e-05
153600 75 5.90817435240043e-05
154112 75.25 5.90403265674405e-05
154624 75.5 5.89797684646041e-05
155136 75.75 5.89082934889806e-05
155648 76 5.88378956745445e-05
156160 76.25 5.87761379812838e-05
156672 76.5 5.87212869715691e-05
157184 76.75 5.86655296781181e-05
157696 77 5.86036538915581e-05
158208 77.25 5.85369763132902e-05
158720 77.5 5.84720143027166e-05
159232 77.75 5.84150169923677e-05
159744 78 5.83689053219865e-05
160256 78.25 5.83332008954991e-05
160768 78.5 5.83075761799496e-05
161280 78.75 5.82911789787138e-05
161792 79 5.82830587813587e-05
162304 79.25 5.82799908636009e-05
162816 79.5 5.82769956884826e-05
163328 79.75 5.82715706170942e-05
163840 80 5.8264380018779e-05
164352 80.25 5.82562824495283e-05
164864 80.5 5.82455220997135e-05
165376 80.75 5.8228191626855e-05
165888 81 5.82037878100423e-05
166400 81.25 5.81789664611792e-05
166912 81.5 5.81624683558595e-05
167424 81.75 5.81558334380566e-05
167936 82 5.81505950283024e-05
168448 82.25 5.81362207002794e-05
168960 82.5 5.81091985700572e-05
169472 82.75 5.80751584501659e-05
169984 83 5.80431937820772e-05
170496 83.25 5.80197095132633e-05
171008 83.5 5.80054878509499e-05
171520 83.75 5.79972494167184e-05
172032 84 5.79898592232348e-05
172544 84.25 5.79801567489881e-05
173056 84.5 5.79694688551424e-05
173568 84.75 5.7963479790126e-05
174080 85 5.79678097402116e-05
174592 85.25 5.79823014994598e-05
175104 85.5 5.8000086197006e-05
175616 85.75 5.80142596220457e-05
176128 86 5.80247971450578e-05
176640 86.25 5.80385672438928e-05
177152 86.5 5.80605107485082e-05
177664 86.75 5.80871043816634e-05
178176 87 5.81089843407602e-05
178688 87.25 5.8119557664157e-05
179200 87.5 5.81217921671162e-05
179712 87.75 5.81240643194169e-05
180224 88 5.81342717728184e-05
180736 88.25 5.8154436587325e-05
181248 88.5 5.81823369357762e-05
181760 88.75 5.82129421249872e-05
182272 89 5.82407222148049e-05
182784 89.25 5.82626422079876e-05
183296 89.5 5.82798164794679e-05
183808 89.75 5.82959566539633e-05
184320 90 5.83134396622963e-05
184832 90.25 5.83327644747978e-05
185344 90.5 5.83543283422454e-05
185856 90.75 5.83800750304515e-05
186368 91 5.84098097026516e-05
186880 91.25 5.84397163985557e-05
187392 91.5 5.84655031306874e-05
187904 91.75 5.84870433309222e-05
188416 92 5.8509295946738e-05
188928 92.25 5.85375923293984e-05
189440 92.5 5.85720878574179e-05
189952 92.75 5.86074756914947e-05
190464 93 5.86386349877907e-05
190976 93.25 5.86675655107759e-05
191488 93.5 5.86990713652428e-05
192000 93.75 5.87328000948599e-05
192512 94 5.87624232852168e-05
193024 94.25 5.87850663829777e-05
193536 94.5 5.88088432153856e-05
194048 94.75 5.88458331125917e-05
194560 95 5.8894126272467e-05
195072 95.25 5.89386764053933e-05
195584 95.5 5.89681773261447e-05
196096 95.75 5.89892359517301e-05
196608 96 5.90163403412645e-05
197120 96.25 5.90558020644748e-05
197632 96.5 5.90991788006064e-05
198144 96.75 5.91346262960391e-05
198656 97 5.91608893662958e-05
199168 97.25 5.91868834717119e-05
199680 97.5 5.92223916626731e-05
200192 97.75 5.92666382592757e-05
200704 98 5.93086963933616e-05
201216 98.25 5.93396916627328e-05
201728 98.5 5.93621362173828e-05
202240 98.75 5.93858907962911e-05
202752 99 5.94183152560756e-05
203264 99.25 5.94556516780236e-05
203776 99.5 5.94879528212034e-05
204288 99.75 5.95099259254437e-05
204800 100 5.95259009627035e-05
205312 100.25 5.95456681636688e-05
205824 100.5 5.95737152015382e-05
206336 100.75 5.96070130766374e-05
206848 101 5.96379551190635e-05
207360 101.25 5.96620365979894e-05
207872 101.5 5.96803594032172e-05
208384 101.75 5.96987251001243e-05
208896 102 5.97199975826797e-05
209408 102.25 5.97425452180829e-05
209920 102.5 5.97642255881188e-05
210432 102.75 5.978469806787e-05
210944 103 5.9806713237905e-05
211456 103.25 5.98329892506582e-05
211968 103.5 5.98603112045833e-05
212480 103.75 5.98823016920987e-05
212992 104 5.98955116205039e-05
213504 104.25 5.99048810935436e-05
214016 104.5 5.99200887609549e-05
214528 104.75 5.99443885674096e-05
215040 105 5.99720612236982e-05
215552 105.25 5.99951311874406e-05
216064 105.5 6.00121334435078e-05
216576 105.75 6.00285332489302e-05
217088 106 6.00503597825093e-05
217600 106.25 6.00778854810819e-05
218112 106.5 6.01068726925222e-05
218624 106.75 6.01326635486103e-05
219136 107 6.0154406019288e-05
219648 107.25 6.01754428558084e-05
220160 107.5 6.01986717386734e-05
220672 107.75 6.02275846778763e-05
221184 108 6.02642527196604e-05
221696 108.25 6.03066220258795e-05
222208 108.5 6.0348884409572e-05
222720 108.75 6.0385115065953e-05
223232 109 6.04142616642153e-05
223744 109.25 6.04436581118348e-05
224256 109.5 6.0483544132573e-05
224768 109.75 6.05367423918379e-05
225280 110 6.0595706845393e-05
225792 110.25 6.06491085992546e-05
226304 110.5 6.06928000947554e-05
226816 110.75 6.0733681922038e-05
227328 111 6.07815655553447e-05
227840 111.25 6.08402503384586e-05
228352 111.5 6.0905444834293e-05
228864 111.75 6.09688478761146e-05
229376 112 6.10284197590337e-05
229888 112.25 6.10897442928456e-05
230400 112.5 6.11577048067221e-05
230912 112.75 6.12311595715363e-05
231424 113 6.13056532238231e-05
231936 113.25 6.1380410834991e-05
232448 113.5 6.14583722024823e-05
232960 113.75 6.15421734649064e-05
233472 114 6.16305993910522e-05
233984 114.25 6.17190271743009e-05
234496 114.5 6.18039156916742e-05
235008 114.75 6.18885099666433e-05
235520 115 6.19798656917455e-05
236032 115.25 6.20807347856553e-05
236544 115.5 6.21857241523573e-05
237056 115.75 6.22865581495093e-05
237568 116 6.23808885409657e-05
238080 116.25 6.24752447542849e-05
238592 116.5 6.25796678195315e-05
239104 116.75 6.26958474535926e-05
239616 117 6.28155709240547e-05
240128 117.25 6.29296692476967e-05
240640 117.5 6.3036173156442e-05
241152 117.75 6.31402986885006e-05
241664 118 6.3248972853246e-05
242176 118.25 6.33661415431618e-05
242688 118.5 6.34919820635476e-05
243200 118.75 6.36210154008571e-05
243712 119 6.37472315557983e-05
244224 119.25 6.38658520767009e-05
244736 119.5 6.39761349066052e-05
245248 119.75 6.40852203060895e-05
245760 120 6.42020860594219e-05
246272 120.25 6.43289169549252e-05
246784 120.5 6.44605940742389e-05
247296 120.75 6.45892077667778e-05
247808 121 6.47118216424975e-05
248320 121.25 6.48305273293613e-05
248832 121.5 6.49499307022095e-05
249344 121.75 6.5072735493124e-05
249856 122 6.51966186514246e-05
250368 122.25 6.53203311754976e-05
250880 122.5 6.54449818406265e-05
251392 122.75 6.55699063943864e-05
251904 123 6.56929615961512e-05
252416 123.25 6.58143379452863e-05
252928 123.5 6.59352302734906e-05
253440 123.75 6.60577178839668e-05
253952 124 6.618195863926e-05
254464 124.25 6.63053162029479e-05
254976 124.5 6.64264469020952e-05
255488 124.75 6.6546769053249e-05
256000 125 6.66680597740362e-05
256512 125.25 6.67914719086517e-05
257024 125.5 6.69155590536547e-05
257536 125.75 6.70359633920577e-05
258048 126 6.71511146899897e-05
258560 126.25 6.72643249238668e-05
259072 126.5 6.738109633242e-05
259584 126.75 6.75014975908644e-05
260096 127 6.76215440416862e-05
260608 127.25 6.77382746595422e-05
261120 127.5 6.7851759605416e-05
261632 127.75 6.79651264413486e-05
262144 128 6.80809645110496e-05
262656 128.25 6.81994857027842e-05
263168 128.5 6.83191581432418e-05
263680 128.75 6.84423532624973e-05
264192 129 6.85684767693957e-05
264704 129.25 6.8693886624128e-05
265216 129.5 6.88145703228527e-05
265728 129.75 6.89318759241041e-05
266240 130 6.90519275101365e-05
266752 130.25 6.91781831595704e-05
267264 130.5 6.93080598664839e-05
267776 130.75 6.94369644767525e-05
268288 131 6.95610869710272e-05
268800 131.25 6.96840473044963e-05
269312 131.5 6.98138928138128e-05
269824 131.75 6.99519464312325e-05
270336 132 7.00900845676723e-05
270848 132.25 7.02213188534733e-05
271360 132.5 7.03451403698302e-05
271872 132.75 7.04704656565632e-05
272384 133 7.06047896515586e-05
272896 133.25 7.07453920687201e-05
273408 133.5 7.08832370545753e-05
273920 133.75 7.10119349765781e-05
274432 134 7.1134166235409e-05
274944 134.25 7.12584637442734e-05
275456 134.5 7.13904901720697e-05
275968 134.75 7.15267912411956e-05
276480 135 7.16625380237663e-05
276992 135.25 7.17968615995648e-05
277504 135.5 7.19270533336872e-05
278016 135.75 7.20550958967017e-05
278528 136 7.21837130127174e-05
279040 136.25 7.23152320619434e-05
279552 136.5 7.24496096530405e-05
280064 136.75 7.25827646147919e-05
280576 137 7.27103945122466e-05
281088 137.25 7.2832305686832e-05
281600 137.5 7.29516469213698e-05
282112 137.75 7.3072223004517e-05
282624 138 7.31940567628983e-05
283136 138.25 7.33161705966443e-05
283648 138.5 7.34348897824179e-05
284160 138.75 7.35470132775277e-05
284672 139 7.36524179127874e-05
285184 139.25 7.37527496535866e-05
285696 139.5 7.38529021347543e-05
286208 139.75 7.39566420874761e-05
286720 140 7.40626900974567e-05
287232 140.25 7.4165608691607e-05
287744 140.5 7.42602983791435e-05
288256 140.75 7.43466617221087e-05
288768 141 7.44277674274844e-05
289280 141.25 7.45092109622568e-05
289792 141.5 7.45922909920152e-05
290304 141.75 7.46740921451108e-05
290816 142 7.47516507226916e-05
291328 142.25 7.48246085908367e-05
291840 142.5 7.48947663479003e-05
292352 142.75 7.49615288704126e-05
292864 143 7.50250834207793e-05
293376 143.25 7.5084067708641e-05
293888 143.5 7.51374141925562e-05
294400 143.75 7.51853503678045e-05
294912 144 7.52279572980626e-05
295424 144.25 7.52639886753014e-05
295936 144.5 7.52945633929097e-05
296448 144.75 7.53220951441479e-05
296960 145 7.53477420236522e-05
297472 145.25 7.5369779155461e-05
297984 145.5 7.53874403232836e-05
298496 145.75 7.54012682166424e-05
299008 146 7.54126406314355e-05
299520 146.25 7.542691997908e-05
300032 146.5 7.54545332035496e-05
300544 146.75 7.54991654290726e-05
301056 147 7.55585557897272e-05
301568 147.25 7.56304171618698e-05
302080 147.5 7.57135223806293e-05
302592 147.75 7.58066409713795e-05
303104 148 7.59089338782638e-05
303616 148.25 7.60202075551703e-05
304128 148.5 7.61415679309362e-05
304640 148.75 7.62740603272191e-05
305152 149 7.64175881065294e-05
305664 149.25 7.65701082921705e-05
306176 149.5 7.6727771971973e-05
306688 149.75 7.68840989724755e-05
307200 150 7.70324115576128e-05
307712 150.25 7.71741454661713e-05
308224 150.5 7.73173071109291e-05
308736 150.75 7.74681871216012e-05
309248 151 7.76256025015222e-05
309760 151.25 7.77813692124333e-05
310272 151.5 7.7927240066584e-05
310784 151.75 7.80626718045012e-05
311296 152 7.81961956348353e-05
311808 152.25 7.83364838656473e-05
312320 152.5 7.8484547125232e-05
312832 152.75 7.86345591995728e-05
313344 153 7.87799618897579e-05
313856 153.25 7.89180483798398e-05
314368 153.5 7.90502613139144e-05
314880 153.75 7.9178788850377e-05
315392 154 7.93053545133945e-05
315904 154.25 7.94304105038562e-05
316416 154.5 7.9553322401858e-05
316928 154.75 7.96719450637772e-05
317440 155 7.97839433801815e-05
317952 155.25 7.98880069673555e-05
318464 155.5 7.99857766732493e-05
318976 155.75 8.00813575053577e-05
319488 156 8.01766491191025e-05
320000 156.25 8.02711253667023e-05
320512 156.5 8.03636113440498e-05
321024 156.75 8.04557781920112e-05
321536 157 8.05524986251581e-05
322048 157.25 8.06567431938413e-05
322560 157.5 8.0765504488771e-05
323072 157.75 8.08737299222642e-05
323584 158 8.0979492861913e-05
324096 158.25 8.10837464681197e-05
324608 158.5 8.11897649532982e-05
325120 158.75 8.12996167467905e-05
325632 159 8.14128235038787e-05
326144 159.25 8.15267124634988e-05
326656 159.5 8.16380648886628e-05
327168 159.75 8.17443948528567e-05
327680 160 8.18467368498772e-05
328192 160.25 8.19485578758158e-05
328704 160.5 8.20526033929664e-05
329216 160.75 8.21580369474706e-05
329728 161 8.22613331718922e-05
330240 161.25 8.23588425900548e-05
330752 161.5 8.24506478822192e-05
331264 161.75 8.25407153609141e-05
331776 162 8.26331716415359e-05
332288 162.25 8.27281210520122e-05
332800 162.5 8.28221998066297e-05
333312 162.75 8.2911894058509e-05
333824 163 8.29965770737939e-05
334336 163.25 8.30782703827276e-05
334848 163.5 8.315922947236e-05
335360 163.75 8.32402563787414e-05
335872 164 8.33217110027775e-05
336384 164.25 8.34034876596977e-05
336896 164.5 8.34843608481314e-05
337408 164.75 8.35628396613292e-05
337920 165 8.36380886234765e-05
338432 165.25 8.37108076223603e-05
338944 165.5 8.37843619615157e-05
339456 165.75 8.38608473390901e-05
339968 166 8.3938906222995e-05
340480 166.25 8.40144849356137e-05
340992 166.5 8.40853655787271e-05
341504 166.75 8.41535406879166e-05
342016 167 8.42222512199208e-05
342528 167.25 8.42923708664807e-05
343040 167.5 8.43620742395844e-05
343552 167.75 8.44297247399505e-05
344064 168 8.44955589115661e-05
344576 168.25 8.45607001829445e-05
345088 168.5 8.46248641050372e-05
345600 168.75 8.46871639635852e-05
346112 169 8.47474133970316e-05
346624 169.25 8.48066360261301e-05
347136 169.5 8.48652533725078e-05
347648 169.75 8.49219803417913e-05
348160 170 8.49755064169648e-05
348672 170.25 8.50258370787548e-05
349184 170.5 8.50749588982041e-05
349696 170.75 8.51245310457366e-05
350208 171 8.51739074330951e-05
350720 171.25 8.52210598323172e-05
351232 171.5 8.52645881444086e-05
351744 171.75 8.53052440111488e-05
352256 172 8.53448916009581e-05
352768 172.25 8.53844796637424e-05
353280 172.5 8.54237095277914e-05
353792 172.75 8.54616215682344e-05
354304 173 8.54978560200162e-05
354816 173.25 8.55323241312976e-05
355328 173.5 8.55653316309903e-05
355840 173.75 8.55976874870249e-05
356352 174 8.56293761467191e-05
356864 174.25 8.56595902028763e-05
357376 174.5 8.56880720433722e-05
357888 174.75 8.57158904223499e-05
358400 175 8.57448165172685e-05
358912 175.25 8.57749824357533e-05
359424 175.5 8.58044844920568e-05
359936 175.75 8.58312288641644e-05
360448 176 8.58547561468875e-05
360960 176.25 8.58778891630024e-05
361472 176.5 8.59037675546079e-05
361984 176.75 8.59326337379282e-05
362496 177 8.59621376727755e-05
363008 177.25 8.59899999640388e-05
363520 177.5 8.60161851962287e-05
364032 177.75 8.60418551997068e-05
364544 178 8.60680454068892e-05
365056 178.25 8.60941766531607e-05
365568 178.5 8.61193404994979e-05
366080 178.75 8.61440959011982e-05
366592 179 8.61699109332089e-05
367104 179.25 8.61977213199076e-05
367616 179.5 8.62263066741057e-05
368128 179.75 8.62538342780044e-05
368640 180 8.62794338966142e-05
369152 180.25 8.6303746383342e-05
369664 180.5 8.63283255219751e-05
370176 180.75 8.63547036784911e-05
370688 181 8.63838174191801e-05
371200 181.25 8.64151606506288e-05
371712 181.5 8.64463848899376e-05
372224 181.75 8.64749700512671e-05
372736 182 8.65001809265817e-05
373248 182.25 8.65238400079075e-05
373760 182.5 8.65490898664185e-05
374272 182.75 8.65782010691935e-05
374784 183 8.6611034675949e-05
375296 183.25 8.66450292993878e-05
375808 183.5 8.66770810675456e-05
376320 183.75 8.67058368916784e-05
376832 184 8.67323355819749e-05
377344 184.25 8.67593128129055e-05
377856 184.5 8.67896490280091e-05
378368 184.75 8.68243709311159e-05
378880 185 8.68613486844103e-05
379392 185.25 8.6896791436367e-05
379904 185.5 8.69284988426014e-05
380416 185.75 8.69575434975248e-05
380928 186 8.69871336360136e-05
381440 186.25 8.70195393242884e-05
381952 186.5 8.70544680726254e-05
382464 186.75 8.70897096766879e-05
382976 187 8.71236598033536e-05
383488 187.25 8.71566120732161e-05
384000 187.5 8.71892363908117e-05
384512 187.75 8.72209534107455e-05
385024 188 8.72505875638127e-05
385536 188.25 8.72784815537329e-05
386048 188.5 8.73067180575517e-05
386560 188.75 8.73370497920402e-05
387072 189 8.73688750685859e-05
387584 189.25 8.73995364388576e-05
388096 189.5 8.74268916481518e-05
388608 189.75 8.74511856040324e-05
389120 190 8.74741262758345e-05
389632 190.25 8.74972829831765e-05
390144 190.5 8.75212688116548e-05
